adm1_code,adm1_label,valueX,valueY
18374.00000,Asti,687.5,1185.5
16250.00000,Manche,293.3636363636364,289.0
18373.00000,Alessandria,447.4,901.4
16263.00000,Indre-et-Loire,906.8181818181819,656.0909090909091
16260.00000,Cher,435.2857142857143,811.0
16255.00000,Yonne,408.5,676.1666666666666
25820.00000,Madrid,98.9090909090909,111.45454545454545
16297.00000,Vosges,432.8181818181818,872.3636363636364
25818.00000,Ourense,330.92857142857144,79.85714285714286
18330.00000,Caserta,645.8333333333334,384.0
16242.00000,Landes,266.3157894736842,394.2631578947368
18390.00000,Agrigento,34.333333333333336,52.833333333333336
18393.00000,Enna,61.5,121.0
25809.00000,Tarragona,110.18181818181819,235.36363636363637
25781.00000,Jaen,31.363636363636363,6.333333333333333
18358.00000,Como,1360.5,2030.0
25791.00000,Cantabria,80.5,37.7
25824.00000,Alava,512.625,185.5
25778.00000,Cordoba,39.76923076923077,15.083333333333334
16327.00000,Ardeche,1450.5,1253.3333333333333
16268.00000,Haute-Marne,642.5714285714286,834.2857142857143
18382.00000,Brindisi,11.666666666666666,240.66666666666666
16266.00000,Ardennes,757.5555555555555,748.4444444444445
18411.00000,Perugia,530.3333333333334,897.0
18414.00000,Belluno,869.7142857142857,1333.4285714285713
25815.00000,Caceres,19.02857142857143,63.77142857142857
18339.00000,Piacenza,202.4,1073.0
18337.00000,Modena,203.75,1110.0
16329.00000,Haute-Savoie,1385.090909090909,1498.7272727272727
18338.00000,Parma,218.57142857142858,1060.857142857143
25804.00000,Guadalajara,304.76190476190476,230.04761904761904
5852.00000,Luxembourg,578.6666666666666,814.1666666666666
18402.00000,Livorno,84.0,1210.0
18419.00000,Verona,394.3333333333333,1669.5
16554.00000,Area without administration at 2nd level,409.1666666666667,1063.2083333333333
16258.00000,Ille-et-Vilaine,638.6666666666666,376.26666666666665
16275.00000,Territoire-de-Belfort,515.0,1076.0
18324.00000,Cosenza,75.5,158.6
18396.00000,Ragusa,78.5,54.0
16527.00000,Karlsruhe,582.5454545454545,1374.5454545454545
25780.00000,Huelva,2.0,17.333333333333332
16257.00000,Finistere,197.92307692307693,234.92307692307693
16324.00000,Var,579.2,223.7
18380.00000,Vercelli,1274.6,2085.0
18383.00000,Foggia,253.23076923076923,327.14285714285717
16281.00000,Seine-et-Marne,454.5,694.7857142857143
16532.00000,Oberbayern,218.6590909090909,756.0
18418.00000,Venezia,518.2,1464.6
16240.00000,Dordogne,333.7894736842105,607.1578947368421
16241.00000,Gironde,395.1578947368421,386.7368421052632
18357.00000,Brescia,636.0,1515.625
18379.00000,Verbania,1219.0,1513.0
18340.00000,Ravenna,379.0,718.3333333333334
16529.00000,Tuebingen,682.9,1248.6
25813.00000,Valencia,240.06666666666666,108.28571428571429
16300.00000,Gers,425.0769230769231,585.2307692307693
16323.00000,Hautes-Alpes,1408.2222222222222,1010.3333333333334
25784.00000,Huesca,897.7142857142857,405.9047619047619
18344.00000,Pordenone,695.0,1852.5
16287.00000,Herault,399.84615384615387,724.1538461538462
16247.00000,Haute-Loire,855.4285714285714,1223.5714285714287
18407.00000,Prato,396.0,795.0
16325.00000,Vaucluse,1140.0,631.4
16271.00000,Haute-Corse,307.6666666666667,363.0
25779.00000,Granada,64.6,2.0
18355.00000,Savona,262.5,515.0
16286.00000,Gard,778.1,943.5
16301.00000,Haute-Garonne,865.4,693.9
16265.00000,Loiret,316.0769230769231,727.9230769230769
18378.00000,Torino,818.6,1659.6666666666667
18386.00000,Cagliari,50.22222222222222,100.0
16251.00000,Orne,341.9,558.3
16252.00000,Cote-d'or,789.9565217391304,771.1304347826087
16270.00000,Corse-du-Sud,239.33333333333334,140.66666666666666
25783.00000,Sevilla,13.88888888888889,22.0
16309.00000,Maine-et-Loire,678.6,697.9333333333333
16322.00000,Bouches-du-Rhone,388.4,244.2
18408.00000,Siena,636.125,949.5
18362.00000,Mantova,412.5,1236.5
18375.00000,Biella,784.0,1809.0
5853.00000,Namur,805.0,771.0
18336.00000,Forli',531.0,749.0
18403.00000,Lucca,202.0,1255.6666666666667
16239.00000,Haut-Rhin,505.25,1304.25
16541.00000,Darmstadt,328.2,1086.0
16314.00000,Oise,386.54545454545456,594.6363636363636
18387.00000,Nuoro,344.5,122.0
25802.00000,Ciudad Real,33.972972972972975,29.375
16315.00000,Somme,450.0,628.5
16269.00000,Marne,753.952380952381,681.952380952381
18417.00000,Treviso,605.8,2191.6
18368.00000,Ascoli Piceno,292.3333333333333,471.3333333333333
18412.00000,Terni,525.0,652.25
18348.00000,Latina,341.0,737.0
25801.00000,Albacete,112.20833333333333,71.33333333333333
18356.00000,Bergamo,1093.375,1585.125
16238.00000,Bas-Rhin,378.3,1298.1
16288.00000,Lozere,940.4545454545455,1239.090909090909
25787.00000,Asturias,128.05263157894737,48.21052631578947
18399.00000,Arezzo,884.1666666666666,1069.1666666666667
18349.00000,Rieti,645.8333333333334,737.5
25792.00000,Avila,118.92307692307692,105.84615384615384
16528.00000,Stuttgart,726.0952380952381,1030.857142857143
16298.00000,Ariege,1203.125,928.125
18325.00000,Crotone,94.5,67.5
16294.00000,Meurthe-et-Moselle,484.3333333333333,759.1111111111111
16278.00000,Essonne,276.1666666666667,500.8333333333333
18359.00000,Cremona,286.6,979.4
25776.00000,Almeria,45.333333333333336,3.0
25794.00000,Leon,444.32,105.48
18318.00000,L'Aquila,628.5833333333334,774.25
25812.00000,Castellon de la Plana/Castello de la Plana,227.25,137.75
25808.00000,Lleida,1191.4545454545455,671.1363636363636
16259.00000,Morbihan,204.33333333333334,201.4
16312.00000,Vendee,440.38461538461536,506.53846153846155
18365.00000,Sondrio,1069.1666666666667,1326.6666666666667
18366.00000,Varese,1008.6666666666666,2006.0
16262.00000,Indre,630.5555555555555,816.4444444444445
18401.00000,Grosseto,226.57142857142858,693.2857142857143
16291.00000,Correze,612.6,592.1
16285.00000,Yvelines,164.57142857142858,483.85714285714283
