"ADM2_CODE","ADM2_NAME","EVI Index","Precipitation Index"
32812,"Al Hada",810.2703247,5.031198502
32813,"Al Manar",980.0089111,6.71215868
32810,"Anss",975.8262939,9.135016441
32815,"Dawran Aness",910.5318604,6.260444641
32814,"Dhamar City",911.8295288,7.934306622
32816,"Jabal Ash sharq",893.9021606,6.221774101
32817,"Jahran",1043.666626,7.381067753
32818,"Maghirib Ans",1062.72876,7.540441036
32819,"Mayfa'at Anss",905.1675415,8.078147888
32811,"Utmah",1259.461548,7.647410393
32820,"Wusab Al Ali",1093.667114,7.240963936
32821,"Wusab As Safil",983.6516113,4.606451511
32966,"Ain",734.928894,1.925146222
32963,"Al Talh",1101.776733,5.153905869
32962,"Ar Rawdah",1072.870605,4.65438652
32957,"Arma",983.9941406,2.904042959
32961,"As Said",724.5878906,5.241200924
32958,"Ataq",925.2105713,4.120630741
32960,"Bayhan",761.6698608,2.473193407
32964,"Dhar",1130.547241,4.150205612
32965,"Habban",975.7970581,4.433302879
32967,"Hatib",706.2270508,6.620448112
32968,"Jardan",811.0913696,2.53752923
32971,"Mayfa'a",765.2816772,3.471066237
32969,"Merkhah Al Ulya",746.6022949,3.705376387
32970,"Merkhah As Sufla",652.2955933,2.872367144
32972,"Nisab",674.6170654,3.97337389
32973,"Rudum",645.4069214,2.275004387
32959,"Usaylan",586.8482056,1.624963284
32921,"Al Dhaher",1462.439819,5.551440239
32920,"Al Hashwah",628.7541504,7.905154705
32919,"As Safra",784.6749268,12.21424675
32922,"Baqim",948.093811,18.85158157
32928,"Ghamr",910.7930908,15.66883087
32923,"Haydan",1126.443848,13.19230747
32924,"Kitaf wa Al Boqe'e",682.1872559,9.227856636
32925,"Majz",920.3513794,17.77199554
32926,"Monabbih",944.6278076,14.02140045
32927,"Qatabir",796.7469482,20.91818237
32929,"Razih",1552.965942,14.74242401
32931,"Saqayn",914.5168457,17.49917984
32932,"Shada'a",1712.868164,7.061728477
32933,"Al Haymah Ad Dakhiliyah",1038.379272,6.835248947
32934,"Al Haymah Al Kharijiyah",912.5230713,5.779639244
32937,"Al Husn",709.3991089,4.900726318
32940,"Arhab",952.8165283,4.471567154
32938,"Attyal",718.3824463,4.751037121
32942,"Bani Dhabyan",735.8859863,1.786041737
32943,"Bani Hushaysh",925.7348633,4.257611275
32944,"Bani Matar",858.6062012,7.841732502
32946,"Bilad Ar Rus",875.7598267,6.902714729
32948,"Hamdan",952.7808228,7.103816986
32949,"Jihanah",682.1010132,3.645732641
32950,"Khwlan",746.0079956,1.683109164
32952,"Manakhah",961.5477905,6.424778938
32953,"Nihm",886.6639404,2.024003744
32954,"Sa'fan",1139.490967,5.304123878
32956,"Sanhan",748.1315918,5.522658825
32894,"Al Had",810.300293,8.068728447
32900,"Al Madaribah Wa Al Arah",575.0256958,4.179803371
32899,"Al Maflahy",784.0057373,8.5
32896,"Al Maqatirah",953.2410889,8.953596115
32897,"Al Milah",736.1587524,5.976728916
32898,"Al Musaymir",719.4680786,5.803786755
32904,"Al Qabbaytah",870.3286743,6.568103313
32902,"Habil Jabr",771.2094727,6.1147995
32901,"Halimayn",741.8005981,7.114285946
32903,"Radfan",778.0768433,6.554411888
32905,"Tur Al Bahah",682.9246826,5.013272285
32906,"Yafa'a",865.0200806,8.29487133
32907,"Yahr",961.8093262,7.269076347
32908,"Al Abdiyah",798.7836304,3.318372965
32909,"Al Jubah",662.4627686,1.094790816
32910,"Bidbadah",734.3421021,1.092682958
32911,"Harib",770.260437,1.905016065
32912,"Harib Al Qaramish",643.298584,1.564766884
32913,"Mahliyah",794.3216553,3.166201115
32914,"Majzar",827.34375,1.006378412
32917,"Raghwan",638.3693237,1
32782,"Al Khabt",1266.297119,5.010791302
32784,"Ar Rujum",1105.094727,7.252659798
32785,"At Tawilah",1042.775635,8.523636818
32786,"Bani Sa'd",937.4503784,5.094855309
32787,"Hufash",1146.016113,8.149700165
32788,"Milhan",1704.306396,5.950131416
32789,"Shibam Kawkaban",1055.534912,10.88770008
32774,"Al Ghaydah",1032.250122,6.704716206
32773,"Al Masilah",1086.738892,7.789523602
32777,"Hat",974.3007202,12.800951
32778,"Hawf",1200.964478,10.22681618
32776,"Huswain",994.8411865,5.523540497
32779,"Man'ar",1022.492737,11.3522625
32780,"Qishn",1000.136353,7.576578617
32781,"Sayhut",1032.055908,7.716318607
32775,"Shahan",1061.771484,10.59714127
32791,"Al Ashah",785.6065063,7.133064747
32793,"Al Madan",818.3481445,8.327731133
32792,"Al Qaflah",783.5094604,6.926315784
32790,"Amran",973.1168823,9.014814377
32794,"As Sawd",887.809021,6.344632626
32795,"As Sudah",1050.96814,5.541236877
32797,"Bani Suraim",936.7190552,6.733870983
32798,"Dhi Bin",981.6332397,5.259541988
32799,"Habur Zulaymah",1012.040466,5.730941772
32800,"Harf Sufyan",864.4451904,6.712302208
32801,"Huth",974.9119873,6.629453659
32796,"Iyal Surayh",949.2399902,7.54850769
32802,"Jabal Iyal Yazid",972.3156738,8.67718029
32803,"Khamir",982.7169189,7.552742481
32804,"Kharif",850.8969727,6.986621857
32805,"Maswar",1141.716919,9.302631378
32806,"Raydah",939.0748291,7.278260708
32807,"Shaharah",954.9910889,7.48756218
32808,"Suwayr",849.1798706,5.50867033
32809,"Thula",953.9575195,12.68229198
32704,"Ad Dhale'e",815.861084,7.109947681
32705,"Al Azariq",863.2207031,7.569651604
32707,"Al Husha",977.300354,8.092885017
32706,"Al Hussein",931.40271,8.287179947
32708,"Ash Shu'ayb",840.37854,8.539130211
32709,"Damt",897.5975342,8.75
32710,"Jahaf",867.2613525,9.730769157
32711,"Juban",856.9041748,7.267215729
32712,"Qa'atabah",966.8997803,7.921976566
32935,"Al Jafariyah",1328.132813,5.27388525
32941,"As Salafiyah",981.0657959,6.557142735
32947,"Bilad At Ta'am",1017.437988,4.7245121
36719,"Al-Muwaqar",942.4009399,33.08067322
36715,"Al-Jeeza",961.3623047,21.96605682
36717,"Amman",822.8953247,75.0357132
36714,"Jami'ah",1113.4375,86.05347443
36718,"Marka",1095.695068,49.86341476
36720,"Na'oor",1447.789795,68.66107178
36716,"Qwaismeh",1088.058594,72.51295471
36721,"Sahab",906.6473999,31.03436089
36722,"Wadisseer",1422.665161,84.26999664
36724,"Al-Qwaira",766.2217407,10.35264301
36728,"Al-Ruseifa",1662.706421,28.5982914
36726,"Al-Shoona Al-Janoobiya",2056.374756,41.32316971
36725,"Dair Ala",1555.862305,81.59731293
36730,"Al-Aghwar Al-Shimaliya",1473.079468,63.40187073
36735,"Al-Koora",1727.291992,92.65853882
36736,"Al-Mazar Al-Shimali",1950.233643,74.90625
36731,"Al-Ramtha",1819.547363,78.28954315
36729,"Al-Teeba",2742.590576,59.68021774
36734,"Beni Kinana",2034.736206,81.47955322
36732,"Beni Obaid",1481.832764,77.99635315
36737,"Jarash",1771.957153,79.70050812
36738,"Al-Aghwar Al-Janoobiya",718.7398682,17.10534477
36741,"Al-Mazar Al-Janoobi",1018.370544,63.41049194
36745,"Al-Shobak",931.7277222,49.45876312
36746,"Wadi Moosa",872.710022,41.10240936
65716,"Ajloon",1815.943848,93.45010376
65718,"Wadi Araba",711.211792,11.88700771
65722,"Al-Salt",1429.687866,84.92028809
65740,"Irbid",1579.82666,81.08634949
65724,"Al-Qaser",1007.762817,52.83890533
65725,"Al-Qatraneh",904.4380493,38.96934509
65744,"Ma'an",923.3140259,8.455598831
65745,"Madaba",1009.483459,42.39834595
65746,"Theeban",1334.674438,46.70869446
65728,"Al-ruwaished",807.9960938,14.74812889
65729,"Bal'ama",1343.222778,51.30662155
65735,"Tafiela",954.7532959,29.01666641
65736,"Al-Hashimiya",803.6607056,9.78690815
65731,"Sabha",663.4564819,37.4312439
65738,"Zarqa",1462.971802,29.74180794
65730,"Mafraq",924.1870728,33.86069107
65732,"Sama Al-Serhan",1258.31958,48.61696625
65739,"Al-Wasatiya",1905.714233,75.27941132
65715,"Kufranjeh",1704.623169,76.86776733
65720,"Al-Ardha",1559.777832,53.96794891
65721,"Zay",1380.255371,105.5
65719,"Mahes & Fhais",1592.442383,64.41095734
65723,"Ira & Yarqa",1675.836548,84.52127838
65737,"Al-Dhilail",1477.944458,66.86956787
65726,"Faqooa'",1147.676025,60.20000076
36739,"Ayy",1263.72937,65.13513184
65727,"Karak",1210.249634,63.47275925
65733,"Al-Hasa",937.6732178,41.29295349
65734,"Bsaira",1032.205933,56.82674789
65717,"Aqaba",614.8580933,8.858636856
65743,"Ail",847.7567139,26.23999977
65741,"Al-Mraigha",910.2584839,36.39383698
65742,"Al-Jafer",855.921936,33.81210709
26311,"Al_Fiq",2803.581543,86.20327759
26312,"Al_Qunaytirah",2019.503296,120.4186401
26313,"A'zaz",1088.78772,66.43840027
26314,"Afrin",1467.303833,94.58150482
26315,"Ain_Al_Arab",1133.266724,44.84127808
26316,"Al_Bab",1337.415649,50.5249939
26317,"As_Safira",1086.440918,40.75055695
26318,"Jarablus",1213.528564,50.75275803
26319,"Jebel_Saman",1251.623779,53.00801849
26320,"Menbij",1215.076904,34.92075348
26321,"As_Suwayda",724.1780396,41.9131813
26322,"Salkhad",651.3291626,45.06007385
26323,"Shahba",739.619873,37.27679062
26324,"City_Damascus",1045.510742,38.25
26325,"Al_Ghutta",1533.985474,32.71351242
26326,"Al_Qutayfah",945.4432983,20.75770569
26327,"An_Nabk",864.6436157,31.39871597
26328,"At_Tall",1052.412598,68.65552521
26329,"Az_Zabdani",992.6879883,117.0694427
26330,"Center",1039.584839,39.56746674
26331,"Darayya",1256.479248,35.83597946
26332,"Darayya/Center",1147.053467,47.21714401
26333,"Duma",855.5966797,15.12645817
26334,"Qatana",1185.735962,89.24311066
26335,"Yabrud",831.4313965,78.31880951
26336,"As_Sanamayn",952.2605591,49.91867065
26337,"Dara",1082.841064,56.4234581
26338,"Izra'",1087.107178,63.22429276
26339,"Abu_Kamal",920.7314453,19.00390244
26340,"Al_Mayadin",874.6359253,18.68873215
26341,"Dayr_Az_Zor",827.744812,29.00388527
26342,"Al_Ghab",1817.696167,125.5865173
26343,"Al_Sqalbieh",1742.310303,116.916481
26344,"As_Salamiyeh",1211.814209,33.56328583
26345,"Hama",1524.225342,61.59816742
26346,"Masyaf",2049.820313,154.6201935
26347,"Mesiaf",1411.504639,124.8780518
26348,"Muhradah",1448.179199,76.49876404
26349,"Name Unknown",1021.443909,32.22507477
26350,"Al_Malika",1378.051514,72.78421783
26351,"Hassakeh",910.3927002,43.61072159
26352,"Name Unknown",1021.443909,32.22507477
26353,"Quamishli",1202.98999,61.5178833
26354,"Ras_Al_Ain",1028.402466,51.76932907
26355,"Al_Maghrim",1026.475708,31.31978416
26356,"Al_Quasir",1438.847778,72.26226807
26357,"Ar_Rastan",1306.061646,69.54447174
26358,"Homs",1027.940063,36.34080124
26359,"Tadmor",980.5869141,15.85813332
26360,"Tall_Kalakh",2244.542236,148.9475861
26361,"Al_Jisr_Ash_Shu",1954.925171,134.7076111
26362,"Al_Ma'ra",1577.602051,63.88233566
26363,"Ariha",1511.189575,105.1612549
26364,"Harim",1628.37561,107.2354889
26365,"Idleb",1368.084839,71.66866302
26366,"Al_Hafa",2546.530518,184.7573395
26367,"Al_Qardaha",2564.443848,182.2653046
26368,"Jablah",2405.625244,184.5066681
26369,"Lattakia",2394.446045,162.5180054
26370,"Name Unknown",1021.443909,32.22507477
26371,"Raqqa",945.1463013,25.49811745
26372,"Tabqat",895.8122559,28.2438755
26373,"Tell_Abiad",1019.014465,40.37374496
26374,"Banyas",2304.663086,202.565094
26375,"Dreikisch",2322.736328,203.8670654
26376,"Safita",2430.121094,173.2175751
26377,"Sheikh Badr",2411.621094,217.8641968
26378,"Tartous",2480.381592,168.157547
18311,"Administrative unit not available",821.3202515,8.170719147
18312,"Administrative unit not available",821.3202515,8.170719147
18313,"Administrative unit not available",821.3202515,8.170719147
18314,"Administrative unit not available",821.3202515,8.170719147
18315,"Administrative unit not available",821.3202515,8.170719147
18316,"Administrative unit not available",821.3202515,8.170719147
36824,"Al-Shikhan",1744.462891,150.5274048
36827,"Tilkaif",1410.108398,123.5727081
36821,"Al-Hamdaniya",1479.091675,86.86327362
36823,"Mosul",1316.852905,62.10762787
36826,"Telafar",1201.32666,74.29387665
36796,"Sumel",1656.708008,136.2144165
36795,"Dahuk",1524.609497,147.0043488
36793,"Akre",1754.398071,156.2958679
36820,"Al-Ba'aj",768.8326416,37.78635788
36825,"Sinjar",1272.734863,56.41960526
36822,"Hatra",821.4083252,36.2289772
36797,"Zakho",1399.350342,133.4842529
36837,"Al-Shirqat",1090.887329,39.8769722
36833,"Baiji",1023.65979,28.53693008
36756,"Haditha",1094.052002,21.16539574
36801,"Khanaqin",2282.775391,62.43973923
36802,"Kifri",2312.32373,51.96112823
36799,"Baladrooz",1640.107056,46.57578278
36803,"Al-Muqdadiya",2194.542725,38.19101715
36800,"Al-Khalis",2158.531982,35.64156723
36839,"Tooz",2211.341064,51.52606201
36771,"Kalar",1711.555786,90.54728699
36798,"Ba'quba",2027.803833,30.04295921
36757,"Heet",1133.594116,18.77945709
36760,"Al-Rutba",992.7871704,12.53609562
36758,"Al-Ka'im",997.6884155,17.23501587
36759,"Ramadi",972.9311523,19.49314499
36755,"Falluja",1199.745483,19.05373001
36804,"Ain Al-Tamur",990.4006348,13.38127995
36806,"Kerbala",1106.014038,14.12506676
36819,"Najaf",1257.020874,12.09336662
36838,"Tikrit",1529.224731,30.10430336
36849,"Badra",866.4971313,42.663311
36850,"Kut",1250.910034,32.37782288
36851,"Al-Na'maniya",2208.431885,26.58555222
36777,"Al-Mahawil",2126.034424,21.57211876
36784,"Mahmoudiya",1998.963745,22.92867088
36809,"Ali Al-Gharbi",961.774231,33.49964905
36810,"Amara",1232.812134,31.00597191
36845,"Al-Rifa'i",1628.817993,24.25086212
36848,"Al-Hai",1588.943604,25.67864418
36828,"Afaq",1717.529297,21.21133614
36829,"Diwaniya",1554.668457,16.95496178
36775,"Hashimiya",1836.983398,17.94544029
36817,"Kufa",1540.635498,13.69586945
36818,"Al-Manathera",1246.42981,12.56890869
36776,"Hilla",1726.122314,15.24425316
36831,"Al-Shamiya",1518.809814,13.43947697
36830,"Hamza",1315.834106,14.87927055
36814,"Al-Salman",1382.343384,18.13280106
36805,"Al-Hindiya",1631.793823,15.87177372
36815,"Al-Rumaitha",1385.462891,18.27310944
36808,"Al-Mejar Al-Kabi",2301.201172,22.80542755
36811,"Al-Maimouna",1918.026611,21.87874985
36807,"Al-Kahla",1291.795776,28.09072685
36812,"Qal'at Saleh",1524.596924,24.57039261
36788,"Al-Midaina",1640.91333,17.66298294
36789,"Al-Qurna",920.1455078,19.41815186
36816,"Al-Samawa",965.5144043,17.22657394
36813,"Al-Khidhir",971.7012329,17.95616722
36844,"Nassriya",1453.978271,16.29822159
36847,"Suq Al-Shoyokh",856.0667114,14.2147913
36843,"Al-Chibayish",725.4956665,13.46924782
36792,"Shatt Al-Arab",541.4736328,22.7923336
36791,"Basrah",526.1341553,19.31876183
36787,"Abu Al-Khaseeb",481.1312561,21.19528198
36783,"Mada'in",1758.146484,30.49761009
36846,"Al-Shatra",2009.320923,19.5897522
36841,"Al-Hawiga",1843.528442,41.22820663
36840,"Daquq",2346.758545,59.14977264
36778,"Al-Musayab",1718.825806,19.19220924
36763,"Makhmur",1270.388794,61.09938049
36767,"Chamchamal",1566.070679,105.619194
36794,"Amedi",1138.883911,153.1434021
36766,"Pshdar",1124.206299,140.2611694
36772,"Rania",1533.605713,167.5357208
36764,"Shaqlawa",1540.123901,166.7246399
36769,"Dokan",1470.839966,164.2077484
36765,"Sulaymaniya",1748.911621,140.0209351
36773,"Sharbazher",1538.04541,163.9332886
36853,"Penjwin",1361.783936,155.1872711
36768,"Darbandihkan",1812.630249,131.2014465
36779,"Abu Ghraib",1968.80127,21.51847267
123553,"Kadhmiyah",1891.942993,24.98932838
36780,"Adhamiya",1730.912231,27.18994331
36782,"Karkh",1199.931763,24.41373253
36832,"Al-Fares",1762.511108,25.01026726
36835,"Al-Daur",2008.555542,32.13719559
36834,"Balad",1999.529541,25.8626976
36785,"Al Resafa",1189.575195,27.08974266
123554,"Erbil",1291.242065,104.4323425
123555,"Tarmia",1775.833374,27.18352509
123556,"Al-Zubair",1185.471558,14.47912216
123557,"Fao",252.3444061,21.31682587
123558,"Mergasur",1210.948975,135.6482544
123559,"Soran",1005.359436,119.4804382
123560,"Choman",503.3662415,102.9876556
123561,"Koisnjaq",1465.755005,152.8816223
123562,"Halabja",1746.630737,139.8050537
123563,"Thawra 2",1069.305542,27.45454597
123564,"Thawra 1",1161.666626,27.75609779
123565,"Ana",1012.064087,17.60899162
123566,"Ra'ua",978.1604004,23.51963043
123567,"Al-Thethar",1296.838623,22.78303146
123568,"Kirkuk",2002.528564,71.86827087
123569,"Dabes",1754.737427,71.21617126
123570,"Al-Azezia",1756.394043,32.5944519
123571,"Al-Suwaira",2185.952637,26.58009911
123572,"Samarra",1616.331543,23.97756004
16442,"Administrative unit not available",821.3202515,8.170719147
16443,"Administrative unit not available",821.3202515,8.170719147
16444,"Administrative unit not available",821.3202515,8.170719147
16445,"Administrative unit not available",821.3202515,8.170719147
16446,"Administrative unit not available",821.3202515,8.170719147
5748,"Administrative unit not available",821.3202515,8.170719147
5749,"Administrative unit not available",821.3202515,8.170719147
5750,"Administrative unit not available",821.3202515,8.170719147
5751,"Administrative unit not available",821.3202515,8.170719147
5752,"Administrative unit not available",821.3202515,8.170719147
5753,"Administrative unit not available",821.3202515,8.170719147
5754,"Administrative unit not available",821.3202515,8.170719147
5755,"Administrative unit not available",821.3202515,8.170719147
5756,"Administrative unit not available",821.3202515,8.170719147
5757,"Administrative unit not available",821.3202515,8.170719147
5758,"Administrative unit not available",821.3202515,8.170719147
5759,"Administrative unit not available",821.3202515,8.170719147
28568,"Administrative unit not available",821.3202515,8.170719147
28569,"Administrative unit not available",821.3202515,8.170719147
28570,"Administrative unit not available",821.3202515,8.170719147
28571,"Administrative unit not available",821.3202515,8.170719147
28572,"Administrative unit not available",821.3202515,8.170719147
28573,"Administrative unit not available",821.3202515,8.170719147
28574,"Administrative unit not available",821.3202515,8.170719147
28575,"Administrative unit not available",821.3202515,8.170719147
28576,"Administrative unit not available",821.3202515,8.170719147
