"DZA",2.64423726885391,28.4293176162084
"AGO",17.5527737106169,-12.3547808266294
"BEN",2.34087671788148,9.66061248961445
"BWA",23.8092224266937,-22.2378125501955
"BFA",-1.73960784763385,12.2852630247078
"KEN",37.8590008364816,0.537484868822255
"MYT",45.1435334459855,-12.8092140884939
"BDI",29.8840286107967,-3.3711516487151
"CMR",12.7446314945529,5.71309238807893
"COM",43.6596938245282,-11.8863858971723
"COG",15.2444981625165,-0.831135300013526
"CPV",-23.9919571802642,15.9531612753486
"CAF",20.4901778724756,6.58265603268757
"TCD",18.671332611763,15.4722476412054
"GAB",11.7832069137289,-0.622999358924668
"CIV",-5.55390094309241,7.63519973929474
"COD",23.6635704334462,-2.90825556979523
"DJI",42.5809757665244,11.736534094301
"GNQ",10.3313423960209,1.70418509781525
"ERI",38.8327041995115,15.3931416055689
"ETH",39.6308778461369,8.66098376117948
"GMB",-15.3885129228726,13.4461836363074
"MRT",-10.318772237098,20.3482720184037
"GHA",-1.2087533261179,7.97347298488128
"GNB",-14.9929880119843,12.0055915471435
"GIN",-10.9451804782926,10.4437724841354
"MUS",57.9084407908144,-20.1316753111981
"LSO",28.2512993718098,-29.5869378292602
"LBR",-9.30897441926294,6.45384353523691
"LBY",18.0021473892186,27.1648307722477
"MDG",46.6819140156385,-19.4713078425235
"MWI",34.3049309358608,-13.2366159298522
"MLI",-3.5009231718774,17.4548512307801
"MAR",-6.26533162222704,31.9431406738859
"MOZ",35.5175436562273,-17.39858798545
"NAM",17.2265879125406,-22.2547904981868
"NER",9.42890104806913,17.4871118848597
"NGA",8.09826764970148,9.60741154767919
"SHN",-10.4924439596271,-27.2575978433587
"RWA",29.922603169022,-2.00329465734158
"STP",6.72903452869585,0.449395472895617
"SEN",-14.473752528894,14.3676568476008
"SYC",51.677314505142,-6.77339502995415
"SLE",-11.7915316867883,8.56243655935221
"SOM",45.8783538821351,6.09283461678944
"ZAF",25.0421244803402,-29.1305733532004
"SWZ",31.5001446948847,-26.5672726553946
"TGO",0.975131848603635,8.53581144223267
"TUN",9.57515709517342,34.167086993811
"TZA",34.8319778805753,-6.28229342461545
"UGA",32.3886993174692,1.28212959728254
"ZMB",27.7764040193166,-13.4934029104758
"ZWE",29.8682533259493,-19.0227901828008
"SDN",30.0528002240825,13.9809477404612
"EGY",29.7692090941985,26.6626941014849
"IOT",72.2582877205553,-6.9891660735627
"REU",55.5380585714016,-21.1185794483113
"ESH",-13.1133132741158,24.7064204900879
